LIST_LEN,N_DIGITS,D_MODEL,N_HEAD,N_LAYERS,USE_LN,USE_BIAS,FREEZE_WV,FREEZE_WO,WEIGHT_DECAY,run_idx,val_acc,steps_trained,train_time_sec,params_total,params_trainable,val_examples,batch_size,device
2,100,128,1,6,False,False,True,True,0.01,2,0.632568359375,50000,156.47162175178528,423142,223360,8192,1024,cuda
2,100,128,1,7,False,False,True,True,0.01,0,0.514892578125,50000,173.54771065711975,489190,256128,8192,1024,cuda
2,100,128,1,7,False,False,True,True,0.01,1,0.50531005859375,50000,171.9575788974762,489190,256128,8192,1024,cuda
2,100,128,1,7,False,False,True,True,0.01,2,0.50579833984375,50000,172.99200892448425,489190,256128,8192,1024,cuda
2,100,128,1,8,False,False,True,True,0.01,0,0.99017333984375,45000,172.18309044837952,555238,288896,8192,1024,cuda
2,100,128,1,8,False,False,True,True,0.01,1,0.505126953125,50000,190.86995434761047,555238,288896,8192,1024,cuda
2,100,128,1,8,False,False,True,True,0.01,2,0.978759765625,50000,191.1109209060669,555238,288896,8192,1024,cuda
2,100,128,1,9,False,False,True,True,0.01,0,0.9833984375,50000,208.66440653800964,621286,321664,8192,1024,cuda
2,100,128,1,9,False,False,True,True,0.01,1,0.9813232421875,50000,208.4226779937744,621286,321664,8192,1024,cuda
2,100,128,1,9,False,False,True,True,0.01,2,0.9732666015625,50000,208.51534748077393,621286,321664,8192,1024,cuda
2,100,128,1,10,False,False,True,True,0.01,0,0.96343994140625,50000,225.94397735595703,687334,354432,8192,1024,cuda
2,100,128,1,10,False,False,True,True,0.01,1,0.95880126953125,50000,226.52589321136475,687334,354432,8192,1024,cuda
2,100,128,1,10,False,False,True,True,0.01,2,0.95770263671875,50000,226.66459941864014,687334,354432,8192,1024,cuda
2,100,128,1,11,False,False,True,True,0.01,0,0.7967529296875,50000,244.23930025100708,753382,387200,8192,1024,cuda
2,100,128,1,11,False,False,True,True,0.01,1,0.76806640625,50000,243.5536572933197,753382,387200,8192,1024,cuda
2,100,128,1,11,False,False,True,True,0.01,2,0.85296630859375,50000,244.1596007347107,753382,387200,8192,1024,cuda
2,100,128,1,12,False,False,True,True,0.01,0,0.67730712890625,50000,261.13172030448914,819430,419968,8192,1024,cuda
2,100,128,1,12,False,False,True,True,0.01,1,0.691162109375,50000,261.4139564037323,819430,419968,8192,1024,cuda
2,100,128,1,12,False,False,True,True,0.01,2,0.63751220703125,50000,261.1743173599243,819430,419968,8192,1024,cuda
2,100,128,1,13,False,False,True,True,0.01,0,0.63555908203125,50000,278.91342878341675,885478,452736,8192,1024,cuda
2,100,128,1,13,False,False,True,True,0.01,1,0.55120849609375,50000,278.29302072525024,885478,452736,8192,1024,cuda
2,100,128,1,13,False,False,True,True,0.01,2,0.56939697265625,50000,278.286878824234,885478,452736,8192,1024,cuda
2,100,128,1,14,False,False,True,True,0.01,0,0.62738037109375,50000,295.70502614974976,951526,485504,8192,1024,cuda
